"HOST PROTEIN","PATHOGEN PROTEIN","host_links","path_links","PATHOGEN NAME","TAXONOMY","PUBMED ID","GENE SYMBOL HOST","GENE SYMBOL PATHOGEN","HOST UNIPROT ENTRY","PATHOGEN UNIPROT ENTRY","SOURCE DATABASE","CONFIDENCE SCORE","INTERACTION Method","Status","Category"
"O75084","P06792","https://www.uniprot.org/uniprot/O75084","https://www.uniprot.org/uniprot/P06792","Human papillomavirus type 18","333761","22810586, 22810586","FZD7","E5","FZD7_HUMAN, FZD7_HUMAN","VE5_HPV18, VE5_HPV18","MINT, VirHostNet","0.35","tandem affinity purification, tandem affinity purification","reviewed","Virus"
"O75116","Q8JPQ9","https://www.uniprot.org/uniprot/O75116","https://www.uniprot.org/uniprot/Q8JPQ9","La Crosse virus L78","796210","22810585","ROCK2","N","ROCK2_HUMAN","NSS_BUNL8","IntAct","0.35","tandem affinity purification","reviewed","Virus"
"O75127","C5E522","https://www.uniprot.org/uniprot/O75127","https://www.uniprot.org/uniprot/C5E522","Influenza A virus (A/New York/1682/2009(H1N1))","643960","28169297","PTCD1","NP","PTCD1_HUMAN","C5E522_9INFA","IntAct","0.35","anti tag coimmunoprecipitation","reviewed","Virus"
"O75127","Q76RH4","https://www.uniprot.org/uniprot/O75127","https://www.uniprot.org/uniprot/Q76RH4","Human gammaherpesvirus 8","37296","25544563","PTCD1","ORF36","PTCD1_HUMAN","Q76RH4_HHV8","HPIDB","0.35","affinity technology","reviewed","Virus"
"O75127","Q9WMX2-PRO_0000037541","https://www.uniprot.org/uniprot/O75127","https://www.uniprot.org/uniprot/Q9WMX2","Hepatitis C virus (isolate Con1)","333284","24169621, 24169621","PTCD1","-","PTCD1_HUMAN, PTCD1_HUMAN","POLG_HCVCO, POLG_HCVCO","VirHostNet, MINT","0.35","anti bait coimmunoprecipitation, pull down, anti bait coimmunoprecipitation, pull down","reviewed","Virus"
"O75146","C5E519","https://www.uniprot.org/uniprot/O75146","https://www.uniprot.org/uniprot/C5E519","Influenza A virus (A/New York/1682/2009(H1N1))","643960","28169297","HIP1R","M2","HIP1R_HUMAN","C5E519_9INFA","IntAct","0.35","anti tag coimmunoprecipitation","reviewed","Virus"
"O75147","C5E524","https://www.uniprot.org/uniprot/O75147","https://www.uniprot.org/uniprot/C5E524","Influenza A virus (A/New York/1682/2009(H1N1))","643960","28169297","OBSL1","NS1","OBSL1_HUMAN","C5E524_9INFA","IntAct","0.35","anti tag coimmunoprecipitation","reviewed","Virus"
"O75150","P03126","https://www.uniprot.org/uniprot/O75150","https://www.uniprot.org/uniprot/P03126","Human papillomavirus type 16","333760","28786561","RNF40","E6","BRE1B_HUMAN","VE6_HPV16","VirHostNet","0.33","protein complementation assay","reviewed","Virus"
"O75152","C5E522","https://www.uniprot.org/uniprot/O75152","https://www.uniprot.org/uniprot/C5E522","Influenza A virus (A/New York/1682/2009(H1N1))","643960","28169297","ZC3H11A","NP","ZC11A_HUMAN","C5E522_9INFA","IntAct","0.35","anti tag coimmunoprecipitation","reviewed","Virus"
"O75165","P06460","https://www.uniprot.org/uniprot/O75165","https://www.uniprot.org/uniprot/P06460","Human papillomavirus type 6b","10600","22810586, 22810586","DNAJC13","E5a","DJC13_HUMAN, DJC13_HUMAN","VE5A_HPV6B, VE5A_HPV6B","MINT, VirHostNet","0.35","tandem affinity purification, tandem affinity purification","reviewed","Virus"
"O75165","Q8AZK7","https://www.uniprot.org/uniprot/O75165","https://www.uniprot.org/uniprot/Q8AZK7","Human herpesvirus 4 strain B95-8","10377","22810586","DNAJC13","EBNA-LP","DJC13_HUMAN","EBNA5_EBVB9","MINT","0.35","tandem affinity purification","reviewed","Virus"
"O75165","Q98143","https://www.uniprot.org/uniprot/O75165","https://www.uniprot.org/uniprot/Q98143","Human gammaherpesvirus 8","37296","25544563","DNAJC13","ORF21","DJC13_HUMAN","Q98143_HHV8","HPIDB","0.35","affinity technology","reviewed","Virus"
"O75170","E5LBX0","https://www.uniprot.org/uniprot/O75170","https://www.uniprot.org/uniprot/E5LBX0","Human gammaherpesvirus 8","37296","25544563","PPP6R2","ORF48","PP6R2_HUMAN","E5LBX0_HHV8","HPIDB","0.35","affinity technology","reviewed","Virus"
"O75175","E5LBX2","https://www.uniprot.org/uniprot/O75175","https://www.uniprot.org/uniprot/E5LBX2","Human gammaherpesvirus 8","37296","25544563","CNOT3","ORF49","CNOT3_HUMAN","E5LBX2_HHV8","HPIDB","0.35","affinity technology","reviewed","Virus"
"O75175","Q8ZBZ9","https://www.uniprot.org/uniprot/O75175","https://www.uniprot.org/uniprot/Q8ZBZ9","Yersinia pestis","632","20711500","CNOT3","dinB","CNOT3_HUMAN","DPO4_YERPE","IntAct","0.37","two hybrid pooling approach","reviewed","Bacteria"
"O75177","P06477","https://www.uniprot.org/uniprot/O75177","https://www.uniprot.org/uniprot/P06477","Herpes simplex virus (type 1 / strain 17)","10299","23950709","SS18L1","gH","CREST_HUMAN","GH_HHV11","VirHostNet","0.33","two hybrid","reviewed","Virus"
"O75190","B4URF7","https://www.uniprot.org/uniprot/O75190","https://www.uniprot.org/uniprot/B4URF7","Influenza A virus (A/Wilson-Smith/1933(H1N1))","381518","28169297","DNAJB6","PB2","DNJB6_HUMAN","B4URF7_I33A0","IntAct","0.35","anti tag coimmunoprecipitation","reviewed","Virus"
"O75190","C5E527","https://www.uniprot.org/uniprot/O75190","https://www.uniprot.org/uniprot/C5E527","Influenza A virus (A/New York/1682/2009(H1N1))","643960","28169297","DNAJB6","PB2","DNJB6_HUMAN","C5E527_9INFA","IntAct","0.35","anti tag coimmunoprecipitation","reviewed","Virus"
"O75190","I6T1Z2","https://www.uniprot.org/uniprot/O75190","https://www.uniprot.org/uniprot/I6T1Z2","Influenza A virus (A/Aichi/2/1968(H3N2))","387139","28169297","DNAJB6","NS1","DNJB6_HUMAN","I6T1Z2_I68A0","IntAct","0.35","anti tag coimmunoprecipitation","reviewed","Virus"
"O75190","P03428","https://www.uniprot.org/uniprot/O75190","https://www.uniprot.org/uniprot/P03428","Influenza A virus (A/Puerto Rico/8/1934(H1N1))","211044","28169297","DNAJB6","PB2","DNJB6_HUMAN","PB2_I34A1","IntAct","0.35","anti tag coimmunoprecipitation","reviewed","Virus"
"O75190","P03431","https://www.uniprot.org/uniprot/O75190","https://www.uniprot.org/uniprot/P03431","Influenza A virus (A/Puerto Rico/8/1934(H1N1))","211044","28169297","DNAJB6","PB1","DNJB6_HUMAN","RDRP_I34A1","IntAct","0.35","anti tag coimmunoprecipitation","reviewed","Virus"
"O75190","P03452","https://www.uniprot.org/uniprot/O75190","https://www.uniprot.org/uniprot/P03452","Influenza A virus (A/Puerto Rico/8/1934(H1N1))","211044","28169297","DNAJB6","HA","DNJB6_HUMAN","HEMA_I34A1","IntAct","0.35","anti tag coimmunoprecipitation","reviewed","Virus"
"O75190","Q1K9H5","https://www.uniprot.org/uniprot/O75190","https://www.uniprot.org/uniprot/Q1K9H5","Influenza A virus (A/Wilson-Smith/1933(H1N1))","381518","28169297","DNAJB6","PB1","DNJB6_HUMAN","Q1K9H5_I33A0","IntAct","0.35","anti tag coimmunoprecipitation","reviewed","Virus"
"O75190","Q5EP37","https://www.uniprot.org/uniprot/O75190","https://www.uniprot.org/uniprot/Q5EP37","Influenza A virus (A/Viet Nam/1203/2004(H5N1))","284218","28169297","DNAJB6","PB1","DNJB6_HUMAN","Q5EP37_9INFA","IntAct","0.35","anti tag coimmunoprecipitation","reviewed","Virus"
"O75190","Q8AZK7","https://www.uniprot.org/uniprot/O75190","https://www.uniprot.org/uniprot/Q8AZK7","Human herpesvirus 4 strain B95-8","10377","18457437, 22810586","DNAJB6","EBNA-LP","DNJB6_HUMAN, DNJB6_HUMAN","EBNA5_EBVB9, EBNA5_EBVB9","MINT","0.53","tandem affinity purification","reviewed","Virus"
"O75197","P88995","https://www.uniprot.org/uniprot/O75197","https://www.uniprot.org/uniprot/P88995","Murid gammaherpesvirus 4","33708","22028648, 22028648(identity), 22028648","LRP5","BALF4 (provisional)","LRP5_HUMAN, LRP5_HUMAN, LRP5_HUMAN","P88995_MHV68, P88995_MHV68, P88995_MHV68","VirHostNet, DIP, MINT","0","two hybrid, two hybrid array, two hybrid, two hybrid array, two hybrid, two hybrid array","reviewed","Virus"
"O75197","Q81YE8","https://www.uniprot.org/uniprot/O75197","https://www.uniprot.org/uniprot/Q81YE8","Bacillus anthracis","1392","20711500","LRP5","-","LRP5_HUMAN","Q81YE8_BACAN","IntAct","0.37","two hybrid pooling approach","reviewed","Bacteria"
"O75251","Q1K9H5","https://www.uniprot.org/uniprot/O75251","https://www.uniprot.org/uniprot/Q1K9H5","Influenza A virus (A/Wilson-Smith/1933(H1N1))","381518","28169297","NDUFS7","PB1","NDUS7_HUMAN","Q1K9H5_I33A0","IntAct","0.35","anti tag coimmunoprecipitation","reviewed","Virus"
"O75251","Q77M19","https://www.uniprot.org/uniprot/O75251","https://www.uniprot.org/uniprot/Q77M19","Measles virus strain Schwarz","132487","21911578","NDUFS7","P","NDUS7_HUMAN","Q77M19_MEASW","IntAct","0.35","pull down","reviewed","Virus"
"O75306","A0A075C673","https://www.uniprot.org/uniprot/O75306","https://www.uniprot.org/uniprot/A0A075C673","Hepatitis C virus genotype 1","41856","20953506","NDUFS2","-","NDUS2_HUMAN","A0A075C673_9HEPC","VirHostNet","0.33","two hybrid","reviewed","Virus"
"O75306","C5E527","https://www.uniprot.org/uniprot/O75306","https://www.uniprot.org/uniprot/C5E527","Influenza A virus (A/New York/1682/2009(H1N1))","643960","28169297","NDUFS2","PB2","NDUS2_HUMAN","C5E527_9INFA","IntAct","0.35","anti tag coimmunoprecipitation","reviewed","Virus"
"O75306","P03431","https://www.uniprot.org/uniprot/O75306","https://www.uniprot.org/uniprot/P03431","Influenza A virus (A/Puerto Rico/8/1934(H1N1))","211044","28169297","NDUFS2","PB1","NDUS2_HUMAN","RDRP_I34A1","IntAct","0.35","anti tag coimmunoprecipitation","reviewed","Virus"
"O75306","P0DOE9","https://www.uniprot.org/uniprot/O75306","https://www.uniprot.org/uniprot/P0DOE9","Human respiratory syncytial virus A2","11259","22593156","NDUFS2","1C","NDUS2_HUMAN","NS1_HRSVA","IntAct","0.35","pull down","reviewed","Virus"
"O75306","Q9WMX2-PRO_0000037541","https://www.uniprot.org/uniprot/O75306","https://www.uniprot.org/uniprot/Q9WMX2","Hepatitis C virus (isolate Con1)","333284","20953506","NDUFS2","-","NDUS2_HUMAN","POLG_HCVCO","HPIDB","0.37","two hybrid","reviewed","Virus"
"O75323","Q7CJK5","https://www.uniprot.org/uniprot/O75323","https://www.uniprot.org/uniprot/Q7CJK5","Yersinia pestis","632","20711500","NIPSNAP2","YPO2840","NIPS2_HUMAN","Q7CJK5_YERPE","IntAct","0.37","two hybrid pooling approach","reviewed","Bacteria"
"O75323","Q81QI2","https://www.uniprot.org/uniprot/O75323","https://www.uniprot.org/uniprot/Q81QI2","Bacillus anthracis","1392","20711500","NIPSNAP2","-","NIPS2_HUMAN","Q81QI2_BACAN","IntAct","0.37","two hybrid pooling approach","reviewed","Bacteria"
"O75323","Q81SR0","https://www.uniprot.org/uniprot/O75323","https://www.uniprot.org/uniprot/Q81SR0","Bacillus anthracis","1392","20711500","NIPSNAP2","-","NIPS2_HUMAN","Q81SR0_BACAN","IntAct","0.37","two hybrid pooling approach","reviewed","Bacteria"
"O75323","Q81TC5","https://www.uniprot.org/uniprot/O75323","https://www.uniprot.org/uniprot/Q81TC5","Bacillus anthracis","1392","20711500","NIPSNAP2","queE","NIPS2_HUMAN","Q81TC5_BACAN","IntAct","0.37","two hybrid pooling approach","reviewed","Bacteria"
"O75323","Q8AZK7","https://www.uniprot.org/uniprot/O75323","https://www.uniprot.org/uniprot/Q8AZK7","Human herpesvirus 4 strain B95-8","10377","18457437","NIPSNAP2","EBNA-LP","NIPS2_HUMAN","EBNA5_EBVB9","MINT","0.35","tandem affinity purification","reviewed","Virus"
"O75326","P09167","https://www.uniprot.org/uniprot/O75326","https://www.uniprot.org/uniprot/P09167","Aeromonas hydrophila","644","16424900","SEMA7A","aerA","SEM7A_HUMAN","AERA_AERHY","MINT","0.44","filter binding","reviewed","Bacteria"
"O75344","Q9WMX2-PRO_0000037551","https://www.uniprot.org/uniprot/O75344","https://www.uniprot.org/uniprot/Q9WMX2","Hepatitis C virus (isolate Con1)","333284","26567527","FKBP6","-","FKBP6_HUMAN","POLG_HCVCO","HPIDB","0.6","anti bait coimmunoprecipitation, anti tag coimmunoprecipitation, pull down, anti bait coimmunoprecipitation, anti tag coimmunoprecipitation, pull down, anti bait coimmunoprecipitation, anti tag coimmunoprecipitation, pull down","reviewed","Virus"
"O75365","Q7CIT4","https://www.uniprot.org/uniprot/O75365","https://www.uniprot.org/uniprot/Q7CIT4","Yersinia pestis","632","20711500","PTP4A3","pps","TP4A3_HUMAN","Q7CIT4_YERPE","IntAct","0.37","two hybrid pooling approach","reviewed","Bacteria"
"O75365","Q7CKG9","https://www.uniprot.org/uniprot/O75365","https://www.uniprot.org/uniprot/Q7CKG9","Yersinia pestis","632","20711500","PTP4A3","phnP","TP4A3_HUMAN","Q7CKG9_YERPE","IntAct","0.37","two hybrid pooling approach","reviewed","Bacteria"
"O75365","Q8CKI1","https://www.uniprot.org/uniprot/O75365","https://www.uniprot.org/uniprot/Q8CKI1","Yersinia pestis","632","20711500","PTP4A3","-","TP4A3_HUMAN","Q8CKI1_YERPE","IntAct","0.37","two hybrid pooling approach","reviewed","Bacteria"
"O75365","Q8D0I9","https://www.uniprot.org/uniprot/O75365","https://www.uniprot.org/uniprot/Q8D0I9","Yersinia pestis","632","20711500","PTP4A3","-","TP4A3_HUMAN","Q8D0I9_YERPE","IntAct","0.37","two hybrid pooling approach","reviewed","Bacteria"
"O75369","P03496","https://www.uniprot.org/uniprot/O75369","https://www.uniprot.org/uniprot/P03496","Influenza A virus (A/Puerto Rico/8/1934(H1N1))","211044","22810585","FLNB","NS","FLNB_HUMAN","NS1_I34A1","IntAct","0.35","tandem affinity purification","reviewed","Virus"
"O75369","P04591","https://www.uniprot.org/uniprot/O75369","https://www.uniprot.org/uniprot/P04591","Human immunodeficiency virus 1","11676","25631074","FLNB","gag","FLNB_HUMAN","GAG_HV1H2","BioGRID","0","bioid","reviewed","Virus"
"O75369","P06788","https://www.uniprot.org/uniprot/O75369","https://www.uniprot.org/uniprot/P06788","Human papillomavirus type 18","333761","22898364","FLNB","E7","FLNB_HUMAN","VE7_HPV18","VirHostNet","0.33","two hybrid","reviewed","Virus"
"O75369","Q9J0X9","https://www.uniprot.org/uniprot/O75369","https://www.uniprot.org/uniprot/Q9J0X9","Human alphaherpesvirus 1","10298","15567442","FLNB","UL54","FLNB_HUMAN","Q9J0X9_HHV1","HPIDB","0.35","anti bait coimmunoprecipitation","reviewed","Virus"
"O75381","P03179","https://www.uniprot.org/uniprot/O75381","https://www.uniprot.org/uniprot/P03179","Human herpesvirus 4 strain B95-8","10377","22810586","PEX14","BNRF1","PEX14_HUMAN","MTP_EBVB9","MINT","0.35","tandem affinity purification","reviewed","Virus"
"O75381","P03220","https://www.uniprot.org/uniprot/O75381","https://www.uniprot.org/uniprot/P03220","Human herpesvirus 4 strain B95-8","10377","22810586","PEX14","BGLF3","PEX14_HUMAN","UL95_EBVB9","MINT","0.35","tandem affinity purification","reviewed","Virus"
"O75381","P03508","https://www.uniprot.org/uniprot/O75381","https://www.uniprot.org/uniprot/P03508","Influenza A virus (A/Puerto Rico/8/1934(H1N1))","211044","28169297","PEX14","NS","PEX14_HUMAN","NEP_I34A1","IntAct","0.35","anti tag coimmunoprecipitation","reviewed","Virus"
"O75381","P0CK56","https://www.uniprot.org/uniprot/O75381","https://www.uniprot.org/uniprot/P0CK56","Human herpesvirus 4 strain B95-8","10377","22810586","PEX14","BDLF4","PEX14_HUMAN","UL92_EBVB9","MINT","0.35","tandem affinity purification","reviewed","Virus"
"O75381","P30119","https://www.uniprot.org/uniprot/O75381","https://www.uniprot.org/uniprot/P30119","Human herpesvirus 4 strain B95-8","10377","22810586","PEX14","BTRF1","PEX14_HUMAN","BTRF1_EBVB9","MINT","0.35","tandem affinity purification","reviewed","Virus"
"O75381","Q2MG95","https://www.uniprot.org/uniprot/O75381","https://www.uniprot.org/uniprot/Q2MG95","Human herpesvirus 4 strain B95-8","10377","22810586","PEX14","BVLF1","PEX14_HUMAN","Q2MG95_EBVB9","MINT","0.35","tandem affinity purification","reviewed","Virus"
"O75381","Q8D0X2","https://www.uniprot.org/uniprot/O75381","https://www.uniprot.org/uniprot/Q8D0X2","Yersinia pestis","632","20711500","PEX14","-","PEX14_HUMAN","Q8D0X2_YERPE","IntAct","0.37","two hybrid pooling approach","reviewed","Bacteria"
"O75382","Q7CH24","https://www.uniprot.org/uniprot/O75382","https://www.uniprot.org/uniprot/Q7CH24","Yersinia pestis","632","20711500","TRIM3","cutF","TRIM3_HUMAN","Q7CH24_YERPE","IntAct","0.37","two hybrid pooling approach","reviewed","Bacteria"
"O75385","Q81KV7","https://www.uniprot.org/uniprot/O75385","https://www.uniprot.org/uniprot/Q81KV7","Bacillus anthracis","1392","20711500","ULK1","argG","ULK1_HUMAN","ASSY_BACAN","IntAct","0.37","two hybrid pooling approach","reviewed","Bacteria"
"O75385","Q8D194","https://www.uniprot.org/uniprot/O75385","https://www.uniprot.org/uniprot/Q8D194","Yersinia pestis","632","20711500","ULK1","dAK1_1","ULK1_HUMAN","Q8D194_YERPE","IntAct","0.37","two hybrid pooling approach","reviewed","Bacteria"
"O75386","P12520","https://www.uniprot.org/uniprot/O75386","https://www.uniprot.org/uniprot/P12520","Human immunodeficiency virus type 1 (NEW YORK-5 ISOLATE)","11698","22190034","TULP3","vpr","TULP3_HUMAN","VPR_HV1N5","IntAct","0.5","anti tag coimmunoprecipitation, pull down, anti tag coimmunoprecipitation, pull down","reviewed","Virus"
"O75390","Q2HRC9","https://www.uniprot.org/uniprot/O75390","https://www.uniprot.org/uniprot/Q2HRC9","Human herpesvirus 8 strain GK18","868565","25544563","CS","ORF10","CISY_HUMAN","ORF10_HHV8P","VirHostNet","0.33","Affinity Chromatography technology","reviewed","Virus"
"O75396","B9UPF3","https://www.uniprot.org/uniprot/O75396","https://www.uniprot.org/uniprot/B9UPF3","Human papillomavirus type 11","10580","22810586","SEC22B","E5B","SC22B_HUMAN","B9UPF3_HPV11","VirHostNet","0.33","tandem affinity purification","reviewed","Virus"
"O75396","P03182","https://www.uniprot.org/uniprot/O75396","https://www.uniprot.org/uniprot/P03182","Human herpesvirus 4 strain B95-8","10377","22810586","SEC22B","BHRF1","SC22B_HUMAN","EAR_EBVB9","MINT","0.35","tandem affinity purification","reviewed","Virus"
"O75396","P03246","https://www.uniprot.org/uniprot/O75396","https://www.uniprot.org/uniprot/P03246","Human adenovirus 5","28285","22810586","SEC22B","-","SC22B_HUMAN","E1BS_ADE05","MINT","0.35","tandem affinity purification","reviewed","Virus"
"O75396","P06460","https://www.uniprot.org/uniprot/O75396","https://www.uniprot.org/uniprot/P06460","Human papillomavirus type 6b","10600","22810586, 22810586","SEC22B","E5a","SC22B_HUMAN, SC22B_HUMAN","VE5A_HPV6B, VE5A_HPV6B","MINT, VirHostNet","0.35","tandem affinity purification, tandem affinity purification","reviewed","Virus"
"O75396","P06461","https://www.uniprot.org/uniprot/O75396","https://www.uniprot.org/uniprot/P06461","Human papillomavirus type 6b","10600","22810586, 22810586","SEC22B","E5b","SC22B_HUMAN, SC22B_HUMAN","VE5B_HPV6B, VE5B_HPV6B","MINT, VirHostNet","0.35","tandem affinity purification, tandem affinity purification","reviewed","Virus"
"O75396","P06792","https://www.uniprot.org/uniprot/O75396","https://www.uniprot.org/uniprot/P06792","Human papillomavirus type 18","333761","22810586, 22810586","SEC22B","E5","SC22B_HUMAN, SC22B_HUMAN","VE5_HPV18, VE5_HPV18","MINT, VirHostNet","0.35","tandem affinity purification, tandem affinity purification","reviewed","Virus"
"O75396","P0C6Z1","https://www.uniprot.org/uniprot/O75396","https://www.uniprot.org/uniprot/P0C6Z1","Epstein-barr virus strain ag876","82830","22810586","SEC22B","BHRF1; HHV4tp2_gp07","SC22B_HUMAN","EAR_EBVA8","VirHostNet","0.33","tandem affinity purification","reviewed","Virus"
"O75396","P0C739","https://www.uniprot.org/uniprot/O75396","https://www.uniprot.org/uniprot/P0C739","Human herpesvirus 4 strain B95-8","10377","22810586","SEC22B","BNLF2a","SC22B_HUMAN","BNL2A_EBVB9","MINT","0.35","tandem affinity purification","reviewed","Virus"
"O75396","P0CK49","https://www.uniprot.org/uniprot/O75396","https://www.uniprot.org/uniprot/P0CK49","Human herpesvirus 4 strain B95-8","10377","22810586","SEC22B","BSRF1","SC22B_HUMAN","TEG7_EBVB9","MINT","0.35","tandem affinity purification","reviewed","Virus"
"O75396","P0CK56","https://www.uniprot.org/uniprot/O75396","https://www.uniprot.org/uniprot/P0CK56","Human herpesvirus 4 strain B95-8","10377","22810586","SEC22B","BDLF4","SC22B_HUMAN","UL92_EBVB9","MINT","0.35","tandem affinity purification","reviewed","Virus"
"O75396","P0DOE9","https://www.uniprot.org/uniprot/O75396","https://www.uniprot.org/uniprot/P0DOE9","Human respiratory syncytial virus A2","11259","22593156","SEC22B","1C","SC22B_HUMAN","NS1_HRSVA","IntAct","0.35","pull down","reviewed","Virus"
"O75396","P69901","https://www.uniprot.org/uniprot/O75396","https://www.uniprot.org/uniprot/P69901","Human papillomavirus type 11","10580","22810586","SEC22B","-","SC22B_HUMAN","VE5B_HPV11","MINT","0.35","tandem affinity purification","reviewed","Virus"
"O75396","Q2MG95","https://www.uniprot.org/uniprot/O75396","https://www.uniprot.org/uniprot/Q2MG95","Human herpesvirus 4 strain B95-8","10377","22810586","SEC22B","BVLF1","SC22B_HUMAN","Q2MG95_EBVB9","MINT","0.35","tandem affinity purification","reviewed","Virus"
"O75396","Q77M19","https://www.uniprot.org/uniprot/O75396","https://www.uniprot.org/uniprot/Q77M19","Measles virus strain Schwarz","132487","21911578","SEC22B","P","SC22B_HUMAN","Q77M19_MEASW","IntAct","0.35","pull down","reviewed","Virus"
"O75396","Q81LY0","https://www.uniprot.org/uniprot/O75396","https://www.uniprot.org/uniprot/Q81LY0","Bacillus anthracis","1392","20711500","SEC22B","-","SC22B_HUMAN","Q81LY0_BACAN","IntAct","0.37","two hybrid pooling approach","reviewed","Bacteria"
"O75396","Q81U05","https://www.uniprot.org/uniprot/O75396","https://www.uniprot.org/uniprot/Q81U05","Bacillus anthracis","1392","20711500","SEC22B","-","SC22B_HUMAN","Q81U05_BACAN","IntAct","0.37","two hybrid pooling approach","reviewed","Bacteria"
"O75396","Q8AZJ3","https://www.uniprot.org/uniprot/O75396","https://www.uniprot.org/uniprot/Q8AZJ3","Human herpesvirus 4 strain B95-8","10377","22810586","SEC22B","BNLF2b","SC22B_HUMAN","BNL2B_EBVB9","MINT","0.35","tandem affinity purification","reviewed","Virus"
"O75400","C5E524","https://www.uniprot.org/uniprot/O75400","https://www.uniprot.org/uniprot/C5E524","Influenza A virus (A/New York/1682/2009(H1N1))","643960","28169297","PRPF40A","NS1","PR40A_HUMAN","C5E524_9INFA","IntAct","0.35","anti tag coimmunoprecipitation","reviewed","Virus"
"O75400","EBI-2810906","https://www.uniprot.org/uniprot/O75400","https://www.ebi.ac.uk/ebisearch/search.ebi?db=allebi&query=EBI-2810906","Bacillus anthracis","1392","20711500","PRPF40A","-","PR40A_HUMAN","INTACT:EBI-2810906","IntAct","0.37","two hybrid pooling approach","reviewed","Bacteria"
"O75400","Q7CH96","https://www.uniprot.org/uniprot/O75400","https://www.uniprot.org/uniprot/Q7CH96","Yersinia pestis","632","20711500","PRPF40A","gyrA","PR40A_HUMAN","Q7CH96_YERPE","IntAct","0.37","two hybrid pooling approach","reviewed","Bacteria"
"O75419","B4URF7","https://www.uniprot.org/uniprot/O75419","https://www.uniprot.org/uniprot/B4URF7","Influenza A virus (A/Wilson-Smith/1933(H1N1))","381518","28169297","CDC45","PB2","CDC45_HUMAN","B4URF7_I33A0","IntAct","0.35","anti tag coimmunoprecipitation","reviewed","Virus"
"O75419","C5E519","https://www.uniprot.org/uniprot/O75419","https://www.uniprot.org/uniprot/C5E519","Influenza A virus (A/New York/1682/2009(H1N1))","643960","28169297","CDC45","M2","CDC45_HUMAN","C5E519_9INFA","IntAct","0.35","anti tag coimmunoprecipitation","reviewed","Virus"
"O75419","C5E526","https://www.uniprot.org/uniprot/O75419","https://www.uniprot.org/uniprot/C5E526","Influenza A virus (A/New York/1682/2009(H1N1))","643960","28169297","CDC45","PB1","CDC45_HUMAN","C5E526_9INFA","IntAct","0.35","anti tag coimmunoprecipitation","reviewed","Virus"
"O75419","C5E527","https://www.uniprot.org/uniprot/O75419","https://www.uniprot.org/uniprot/C5E527","Influenza A virus (A/New York/1682/2009(H1N1))","643960","28169297","CDC45","PB2","CDC45_HUMAN","C5E527_9INFA","IntAct","0.35","anti tag coimmunoprecipitation","reviewed","Virus"
"O75419","I6T1Z2","https://www.uniprot.org/uniprot/O75419","https://www.uniprot.org/uniprot/I6T1Z2","Influenza A virus (A/Aichi/2/1968(H3N2))","387139","28169297","CDC45","NS1","CDC45_HUMAN","I6T1Z2_I68A0","IntAct","0.35","anti tag coimmunoprecipitation","reviewed","Virus"
"O75419","P03428","https://www.uniprot.org/uniprot/O75419","https://www.uniprot.org/uniprot/P03428","Influenza A virus (A/Puerto Rico/8/1934(H1N1))","211044","28169297","CDC45","PB2","CDC45_HUMAN","PB2_I34A1","IntAct","0.35","anti tag coimmunoprecipitation","reviewed","Virus"
"O75419","P03431","https://www.uniprot.org/uniprot/O75419","https://www.uniprot.org/uniprot/P03431","Influenza A virus (A/Puerto Rico/8/1934(H1N1))","211044","28169297","CDC45","PB1","CDC45_HUMAN","RDRP_I34A1","IntAct","0.35","anti tag coimmunoprecipitation","reviewed","Virus"
"O75419","P06821","https://www.uniprot.org/uniprot/O75419","https://www.uniprot.org/uniprot/P06821","Influenza A virus (A/Puerto Rico/8/1934(H1N1))","211044","28169297","CDC45","M","CDC45_HUMAN","M2_I34A1","IntAct","0.35","anti tag coimmunoprecipitation","reviewed","Virus"
"O75419","P0C0U1","https://www.uniprot.org/uniprot/O75419","https://www.uniprot.org/uniprot/P0C0U1","Influenza A virus (A/Puerto Rico/8/1934(H1N1))","211044","28169297","CDC45","PB1","CDC45_HUMAN","PB1F2_I34A1","IntAct","0.35","anti tag coimmunoprecipitation","reviewed","Virus"
"O75419","Q1K9H5","https://www.uniprot.org/uniprot/O75419","https://www.uniprot.org/uniprot/Q1K9H5","Influenza A virus (A/Wilson-Smith/1933(H1N1))","381518","28169297","CDC45","PB1","CDC45_HUMAN","Q1K9H5_I33A0","IntAct","0.35","anti tag coimmunoprecipitation","reviewed","Virus"
"O75444","P0C746","https://www.uniprot.org/uniprot/O75444","https://www.uniprot.org/uniprot/P0C746","Human T-cell lymphotrophic virus type 1 (strain ATK)","11926","20102225, 20102225, 20102225, 20102225","MAF","HBZ","MAF_HUMAN, MAF_HUMAN, MAF_HUMAN, MAF_HUMAN","HBZ_HTL1A, HBZ_HTL1A, HBZ_HTL1A, HBZ_HTL1A","HPIDB, VirHostNet","0.33","peptide array, protein array, peptide array, protein array","reviewed","Virus"
"O75444","Q5NIL8","https://www.uniprot.org/uniprot/O75444","https://www.uniprot.org/uniprot/Q5NIL8","Francisella tularensis subsp. tularensis SCHU S4","177416","20711500, 20711500","MAF","nusA","MAF_HUMAN, MAF_HUMAN","Q5NIL8_FRATT, Q5NIL8_FRATT","IntAct","0.37","two hybrid pooling approach","reviewed","Bacteria"
